,Text,Offensive
11616,She belongs to a privileged class thats all I can say.. A lot of mothers who are working try to juggle both home and work and do it very efficiently. And still spend quality time with their kids. Also who said a puppy needs one hour.. Try having one :),CAG
11617,"BJP's arrogance, and who is responsible ?  People in millions hv voted for Modi. Nw face d music.",CAG
11618,If India can't retaliate then atleast a separate MOS of Defence for #KadiNinda shud b appointed.,OAG
11619,Hehehehehe.... . During the UPA govt....they were blocking parliament so that FDI of 51% should not pass in retail sector.....now 100%....see the Hippocrates....,OAG
11620,instead of showering on medalist..they could use the money to cure the curse of unemployment,NAG
11621,Nope! Unless you've always got a stop loss. Though options are very risky. :P,CAG
11622,"Neel I have a question,  when Godhra Kand  happen then also how can BJP was winning the state again and again.",CAG
11623,Humans life is important than animals assaulting nd abusing them for the sake of an animal is not right bro,CAG
11624,"Thank you for answering my query , Actually yesterday I lost more than 35k in just 5 min  so I asked the question to hold back shares or to sell hodlings .",NAG
11625,"🏇🚴🏇 ρσωєяєd ʙʏ Hijran Ahmad 🏇🚴🏇

:|] Kia keh Dia Zalim 🏡 India TV :|]
🏡 Monday 📆 1 📆 May 📆 2017
🏡 Gul Hassan 🏡 CH Botters 🏡 India TV
🏡 :)  I Am On Fire :)  3 minutes ⏰ 48 seconds ⏰ 
🏡 Personal Bot By  Hijran Ahmad
🏡 site: DIL-WALY.TK 🏡",NAG
11626,Well Kashmir is on the boil! Even carpet bombing the place like VHP says won't save Kashmir! Tight situation now! Let's see whats upcoming in next few days!,NAG
11627,Moni Singh there is no race so there is no  challenge. But you are just a pathetic case of  aggressive and destructive feminism,OAG
11628,Anna is now a confirmed agent of RSS/BJP,OAG
11629,But no cash in ATMs,CAG
11630,"Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake.

http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/",CAG
11631,"This is problem wen brands in india do a launch ....so funny
 and cheap drama",OAG
11632,"haha...thats means ur are excuses..the bottom line demonktization is flop idea....120+ deaths,GDP of india dexreased by 2%,nither the bank or Govt know how much money  got into bank,where is black money?where is swiz bank holders?",CAG
11633,Would you bet on some Railway stocks post the Fed rate event ?,NAG
11634,F*** u indian xpress... Wtf r u publishing? Y not sharing dhoni is having breakfast?,OAG
11635,We Minority r not more safe in our country....when minister can lie on floor of parliament than i dont thjng anything more is left to understand,CAG
11636,"मेरे दलाल भाई , निंदा करते है कड़ा जबाब देंगे .... ये सुनते सुनते कान पक गए  है ज़रा ये बता दो कारवाही कब होगी ?????????????",CAG
11637,Cheap publicity stunt to stay in the news.. Nothing else... Get a life man!!!,OAG
11638,Communist Donkey,CAG
11639,Very Humane Air line - Air India - Thank You,CAG
11640,Why is state public schools are so poor in quality education and central govts Kendriya Vidyalayas giving national toppers!  there should be will our state institutions are result of fault of politicians and public servants and also our own lack of awareness.,CAG
11641,since when loudspeakers were used for centuries,CAG
11642,Illness? Didn't modi said that surgery was done because our economy was healthy?,CAG
11643,Why is CNBC broadcasting BJP's internal meeting? Does it do it for every political party? #PaidMedia,CAG
11644,"Becoz his wife is not Muslim.
If his wife was Muslim Yougi will take him from his grave and rape as he said before Election",OAG
11645,The narrative is meant for all of us ...encouraging us to look beyond our political affiliations however the coverage and reactions show that we never can!,CAG
11646,He's not even an Indian citizen..fake deshbhakt.Tired of his sorry face.,OAG
11647,"First u learn than teach others every father want his son want to be good Muslim and good citizen of India but sometime influence by external factor or In justice to community , lawmaker and law follower police give one side justice which lead to influence like rss influence my Hindu brother to follow rss ideology than Indian ideology Mr Vb Mishra , so correct urself so that we do not produce 3 time ban terrorist group like rss or u do not get influence and kill Sikh which u did in 1984 , u do not get influence and make naxalite group and fight against own government , make bomb and plant them in own country like malegao, mecca majid, ajmer blast etc , and goa and get got with 100 bomb made by group santana sanstha they were caught in kolaphur , do bomb blast in thane drama hall , create gujarat 2003 for political gain, and u elected 7th standard pass as our pm what qualification he have only one he could not control law and order of gujarat , so no religion urs or mine teaches bad thing only follower u and me follow it wrongly and blame others for own wrong doing",OAG
11648,Hey..buddy..whats the duty of police and court in our country..dont say foolishness,NAG
11649,"Such an useless live product launch,comments are more entertaining here than the launch of dominar😂😂😂",OAG
11650,Airtel is useless,CAG
11651,wonder why a decent dinner in a decent restaurant can not happen via credit/debit cards,CAG
11652,Nilesh Sir..one soilid advice for a new comer in investment/ stock investment  field,NAG
11653,"8505050887#get_immediately_solution_for_your_all_problem_contact_now & whatsapp
Vashikaran, love marriage, love problem, family problem, husband wife problem, business problem, child problem
#solution_with_100% guarantee",NAG
11654,Wtf... Why is D difference.  Bloody.. no care for soldiers,OAG
11655,He should be thrown out of parliament this kind of Iragonce is unjustified a law maker Kill's the law boot him out of parliament,OAG
11656,Sir is there any basis in the rumours Kotak merging with Axis,NAG
11657,Awan Muhammad  U dont know what is the power of our soldiers..,NAG
11658,Cyrus Mistry is a great leader looks more like Rata Tata's doing he wanted to return becuase of his previous bad deals .,NAG
11659,dnt teach ground reality....the govt hv to tell how much time they need to change the law..we need action not assurance,NAG
11660,If we would have been spent this much momey earlier for making them prepare like other countery does. We would have got the gold ......Funny and irony part of indian sports....,NAG
11661,"""American English"" is actually a correct term. There is American English, just as there is British English, Canadian English, Australian English, and others.... although it's a bit redundant to use the term ""American English"" when referring to the official language of the United States. http://www.aranchodoc.com/different-types-of-english/",NAG
11662,"Sasikala is the right choice as CM, Tamil Nadu.",NAG
11663,Every one supported the PM move. Concentrate 30th Dec 2016 no nonsense please. People supported DEMONETIZATION now just proof you are correct. No buttering and chamchagiri. People should not suffer beyond a limit,CAG
11664,Cows r nt haram in Hinduism.Cow meat is.Evry religion has equally bloody history.All animals r animals n deserve 2 live,OAG
11665,Universal Basic Income Scheme starts becoming interesting in these times: CEA,NAG
11666,Hao theek hai uncle....i also wasted my precious time for you...i was interested in to politics only because of you..and now you are playing in the hands of most destructive political ideology.,CAG
11667,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal.  A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa).  We expect apology from your side for such a mistake.",CAG
11668,Did Sushma tell him to go to his Holy country to meet a PEACEFUL END ???,CAG
11669,Firstly smooth seas don't make skillful sailors secondly you don't need to solve a problem just need to have a different perspective that's all...,NAG
11670,Push him out from the running train,OAG
11671,modiji apko kuchha nahi karna he to bharat ki janta ko chhut dedo or bharat ka har admi  pakistan me gus kar mare,CAG
11672,"Let congress speak. Kharge saheb should explain why he used the word of ""Dog"" in his speach.",NAG
11673,News on yes bank cutting to half is true ? Is npa start to haunt yes bank ?,NAG
11674,we should fight for this... not for nationalism and cow.. this is the reality of My India. soo painful ...may god bless his soul and give patience to his father and mother.,OAG
11675,Rather then pile up of accumulated losses shut down the business,NAG
11676,Where's is Modi and the cow supporters the bjp politician need some booting,CAG
11677,Totally agree with him,CAG
11678,Gr8 sir ji  you are right,NAG
11679,Noor Shehzadi haha   bollywood  shame....saif ali  khan,CAG
11680,"Yeah!  Very true  but I think u don't know these Pakistanis are coward they feel happiness in these!  They nurture terrorism in their country,  they are so jobless and coward tht they keep finding ways to mess with India,  tht's why inside their country poor,  innocent children are killed by their own terrorists,  instead of thinking about development they keep finding ways to throw bomb and kill people!  They are kids,  they should grow up!",CAG
11681,Also israeli passport holders are banned in 17 isalmic countries since 1985 and not media gave a fcuk to it.,OAG
11682,"Sorry to say, it happens with every state. People are divided in their mind with us v/s them. You go south, they don't like north and you go east, they don't like west. The only way to resolve this is by bringing a feeling of being one nation one people and that can come from the top...policies of government.",OAG
11683,"And Also Kindly ref. our site http://www.perscitustech.com for Intraday , Shot term n Investment calls",NAG
11684,Unfortunate,NAG
11685,"SArthak Sharma Boss sorry , I may not agree with you because you are telling about his corruption but friend pl analyse other leaders irrespective of their parties and you will find that Politicians are 100% corrupt. You may be knowing him that is why you are telling but there are many whom you may not be knowing but are 100% corrupt. In politics you can not survive without corruption at least in India.",OAG
11686,Nice,NAG
11687,Indian express is an anti Hindu publication ..always biased..!!!!,CAG
11688,"Now Kejriwal comments, those 45% who doesn't come out for voting , they boycott EVM.. hahahaha... Mr Arvind Ji, AAP is over",CAG
11689,Killing people be it Sanghi or Red can't be an affair of a particular state. The Left must be made accountable for the killings.,CAG
11690,"Hindus with full support from their religious scriptures, especially 'MANUSMRITI' has inflicted horrific torture on their Womenfolk & untouchable Dalits, since ages ... To promote the child-rape, baby-girls used to be married off to aged Hindu males, even before puberty ... Polygamy was practiced by most of the Hindu males, especially Brahmins, like Tiwaris, Dubeys, Choubeys etc. ... With religion by their side, some of them used to marry more than 100 Hindu-women, even at the death-bed (infamous Antarjali Yatra) ... After the death of old husbands, the just-married baby-girls used to be made 'SATI' by throwing her on the pyre of her husband ... 
A bengali film named 'Antarjali Jatra', under the direction of famous director Goutam Ghose was released in 1987. This movie chronicles the evil practices prevalent in Kulin Brahminism like polygamy & ... 'SATI practice', wherein a recently widowed woman would be immolated on her husband's funeral pyre.

All sorts of restrictions used to be imposed on WIDOWS ... on 'food intake', 're-marriage of teenage widows', 'right to property', 'social status', 'recreations' et al, whereas no restriction on any kind used to be imposed on WIDOWERS !
Now-a-days, Hindus are seen mocking at the 'Burqa' used by Muslims ... But ask any Hindu, why the hell they keep their wives-mothers-grandma under the ""GHUNGHAT"" or compell their Women- folk to use vermilion (SINDOOR/BINDI), when the married hindu-men use none ... They would become speechless ! 

Let alone the commoner, even the Goddess Sita had to appear for a fire-test to prove his 'purity', she was abandoned by Hindu-God Ramchandra when she was pregnant & forced to live in the Hermitage of Valmiki. Finally, she had to commit suicide ... In the same way Lord Krishna never married to 'Radha' & abandoned her & never met her again, after leaving Mathura for Dwarka ! Though he had 16,100 junior wives, besides 8 Principal queens ! 

Do you have the guts to name a single Hindu whose Great grand-ma / Grand-ma was not raped by his G. grand-pa / grand-pa when she was just a kid & made her to produce children like a rabbit !!

Finally, let me admit that I'm a devout Hindu myself ! And I'm proud of my religion as it allows me apply my brain to judge between good & bad ... to criticize all the evil customs of Hinduism without fear, shun them, change my ""DHARMA"" to suit the modern age ... AND HERE EXACTLY THE ISLAM IS LAGGING BEHIND ... No change, no scientific proof, no logic, no modification of Religious beliefs to suit the modern time-place, no criticism of age-old evil customs, no difference of opinions are permitted / practiced in ISLAM ... ""INTOLERANCE"" to others is the buzzword in ISLAM !!",OAG
11691,when central bankes across the world are finding it difficul to place sufficent qualified person for the post then we are allowing a person who by his credientials have been elected as one of the best bankers in the world to go away.Yes it is true that massive funds for rulling partys political campaign have been spend by coporates like Adani.Rajan have always stood to bring inflation down which have a direct effect on common man.,NAG
11692,"You are right Kuldeep Ji but it is not them alone,some rats were consumed by those Hindu brothers also who left on Jagmohan's advice,why and how you know.I wish all our Hindu brothers back in valley and may God let us together live in peace.",CAG
11693,Railways must ban him to travel in train as well....,CAG
11694,MILITARY OR PARA MILITARY .. . WHO CAN STOP THE GREAT POWERS TO  DO HUMAN RESHUFFLING .. . THIS SHUFFLING IS GLOBAL .. . BY THE WAY,NAG
11695,"u r rgt like as vijendra Singh, sushil Kumar etc.",NAG
11696,Vishal Joshi  Google some crime history of India........there are many examples of partiality in Justice........same crime.... but different punishments,OAG
11697,We r with you sir go ahead and also do one more thing by side to check all private school for why r they taking so much high fees with yearly raise more then 10 - 20%.,CAG
11698,for the first time in two years of government he is speaking sense,CAG
11699,what about your concerts where loudspeakers r used thoooooooooo,CAG
11700,"Anuj your view on delta corp, when will the bull run start for this stock,very very good fundamentals.",NAG
11701,"Cane Shiv Sena Cadres for Hating Humanity,Love and Peace..
Bloody Talibanis!",CAG
11702,Like kholi...,NAG
11703,2Lac bullets found as per media reports...!! Was he planning for some war or what...?😳,OAG
11704,Is this what we call saffronising of India...,CAG
11705,"Pak always violate all International Laws but I fully believed on Indian Army they don't these sacrifices in Vain and feel ashamed on Political leaders always showing condolence ,their is no need to Condolence but need to Action on Ground. Hats off my Soldiers..RIP",NAG
11706,May he be in the best health and live a long life.,NAG
11707,Everyone wants being backward..every needs reservation then why do you all cry about not being developed??,CAG
11708,"Good move.
 It ll be little difficult to be into this pattern at the beginning but in long run it ll produce great result.
Looking forward for the good outcome.

I #support this change.",NAG
11709,"Dear brothers and sisters,Always be positive to make all things positive!",NAG
11710,Krishna yes you accept  it. this is a surgical strike from pak,NAG
11711,So what if he's a great singer?,CAG
11712,Majority of Keralites are Hindus.Then why people in Kerala again and again choosing them??? Why they are not giving a chance for BJP??,NAG
11713,Yogi adityanath should be cm candidate from bjp side.......bjp do not trust yogi adityanath or fear of yogi in national politics.....adwani was hardcore hindu but modi was more than adwani...  if yogi got huge support from ppl then modi chair will be in danger,CAG
11714,Nice joke,NAG
11715,"*PURE DESH ME AFRA TAFRI KA MAHOOL HAI...INDIA KI 98% JANTA GARIB HAI..YE MAAR ASLI 98% PE MARI HAI MODI JI NE..YE ACHA NHI KIYA BJP NE PURA VYAPARI VARG ROO RAHA HAI KHUN KE AANSU BJP WE SHAME ON YOU*

*B.J.P..*❌❌❌❌❌❌❌
*MODI..*❌❌❌❌❌❌❌

*WE REALY SHAME ON YOU MODI JI..*",OAG
11716,3 porotta + double bullseye + beef roast with diced onions,CAG
11717,we should cut kulbhushan inti pieces and throw his body parts in hindyaa,OAG
11718,Big guys always look  for their profits . its like to hell with people.,NAG
11719,Her interference and telling against soldiers show that she is supporters of terrorist.  I don't like her,OAG
11720,"Anna Hazare you are not a Gandhian, you are a BJPian.",CAG
11721,I seems that u r only the loyal person on the planet........,CAG
11722,Stupid Indian s,CAG
11723,Modi and his ministers don't believe in degrees so they forge fake ones,CAG
11724,"national security is in danger due to face currency, funding to terrorist group by anti national elements and our neighbouring enemy countries as a patriotic Indians we should ready to tolerate this type of small problems",NAG
11725,"Corruption is spread in this country like blood cancer. If one has cancer at a particular location in the body, we can get rid of cancer by removing that part. If whole body is affected by cancer, how difficult it would be to remove cancer from the body?",CAG
11726,"There are few e-commerce models in the market raking in windfall gains, what's up with SD...Why can't this company follow the pattern!! The onus lies on the management that is overseeing the critical processes. Either management or the way processes are being handled or both need to be scrutinized & rectified. Employees are main drivers, why axe their jobs??",NAG
11727,kashmiri problem is not solve by govt.alway making critical and rss is the ghost who interfers always since 1950 in the kashmir stop rss interfrrence talk and win hearts of kashmiri to keep in india.,OAG
11728,For 60 years u ppl did it!! Wat is the result??,OAG
11729,"if nothing to say,maintain the silence.",CAG
11730,what a shame.. bajaj's own link is'nt even able to stream this launch..   http://www.bajajauto.com/BajajDominar/Dominar400/index.html,OAG
11731,"I am not sure about if u Muslims are living peaceful with non-muslims, but just wanted to grab those all pandits who are exiled from Kashmir. What would you say about that??",OAG
11732,"What wrong he spoke  simply I dn't understand those who are trolling him. Disturbing  very badly others by name of God ,is it reasonable?",CAG
11733,"You just live in Dubai, when you are in India, you will know why",NAG
11734,As if congress is allowing centre  to say anything....,CAG
11735,Why are u silent on some leftists assault on CRPF... Why not #TLI condemn the act of massacre...  Time to #EndTLI,OAG
11736,Then tell all Khan actors to stop acting and singing in films.,OAG
11737,If it is terrorist  or no but sorry for the fake news he is not in karachi he may be in dubai or may be in india,NAG
11738,Modiji lets focus on the Employment and Controlled Privatization along with Demonetaization,CAG
11739,No need for 2000 notes..it will soon get  trapped in d coffers of polluted ppl.,NAG
11740,Whatever you say is correct from point of humanity but not support reality. If we give away Kashmir to Pakistan problem will not be solved. There are Hindus Sikh Shia also as well some Kashmiri Muslim who don't want to go with Pakistan . Will Pakistan allow free country never we already allowed them 1947. But 75 year we r protecting them under UN resolution from Pakistan n supported if it will merge with india after referendum but in that case also many Pandit n non Muslim hav forceful expelled n genocides to make them majority. Only solution if pak will free Kashmir.,CAG
11741,I strongly condemn killing of Indian soldiers.Humanity has died it is shameful act.,CAG
11742,Jio is standing to watch ur mokka song why they are shouting,CAG
11743,Are you listening?,NAG
11744,Both look idiot,OAG
11745,"Sunil Singhania, CIO, Equity, Reliance Mutual Fund, CA and CFA",NAG
11746,"America , India, Russia countries are not bouther abt China so",NAG
11747,Where is the stupid CM. Usually has a big mouth for glorification.,OAG
11748,Sonu is absolutely right..,CAG
11749,Combination of debt & equity more preferable for long term...,NAG
11750,you people make money in any news ...see the advantage of the media,CAG
11751,"'vaidya shaala'/ वैद्यशाला - THE RIGHT WORD
Certain biblical & other terms were modified by Christian Missionaries to sound as if Indian, in order to penetrate their religious activities.
'Hospital' was one among them. It was changed as 'aspataal' in North & 'aasupatri' in South. But, it is appropriate that we shall give up that pseudonym & use our native word 'vaidya shaala'/ वैद्यशाला!
vaidya shaala/ वैद्यशाला, davaakhaana/ दवाखाना & hospiTal/ हास्पिटल are correct words.
Dr. Rapolu Satyanarayana",NAG
11752,"This is what politics is... Whn more thn 22 soldiers killed my naxal..no media was interested .. N c..jaha Pakistan nai kuch keya..woh bhi we r getting what r great govt. N paid media is showing.. Tu foran SB active hugay..as news with Pakistan will help trp..will help in all the elections crab... 
BJP..central govt. Har foji zarori huta hai... Yah ni ki ju east mai shahid huwa uspai metie dalo ..or ju Pakistan side pai huwa uspai hngama karo... Act n get excited the same.way .... Every where... 
N media hope u become corrupt free one day... Stop working. For bjp..work.for.our country... Support for free media..rather Thn paid media",OAG
11753,I dont think that any other party has worked so hard for the country as much as modi has done for 3 years now,NAG
11754,"owen wilson starring has trump in "" behind the enemy line"" -columbia, script written by cnn, times now ,guest performance -Mr.modi --oath taking ceremony speech designed by cnn , times now",NAG
11755,"Sonia if my predicition goes right you will rmbr me right lol.
Baby girl for you",NAG
11756,She's all of 24 or something. It's fine ya ☺️,CAG
11757,"Who is responsible for corruption in this Country . It is politicians n their parties.Politicians would continue to take advantage of the loopholes obtaining in our system to promote parties n encourage their children to take to politics.Politics is a profession in this Country and not for service.The system encouraged.
While we are with PM for his bold step care should have been taken to see that minimum inconvenience is caused to Sr Citizens,Women and Rural Society. Banks should have been advised to work for 7 days in week with no holidays for 3 months from the date of announcement.One day in a week should have been reserved for Sr.Citizens and one day exclusively for women.
It is not late to introduce Pls do to get our full support for demonetisation",CAG
11758,"Sonu Nigam please get checked by doctor for loss of composure and patience,remember the days when you were new and struggling to make a mark   in the industry, u used to sing rafi saab songs, just no that he was a muslim and you are here today bcoz of him.just remember this and don't get carried away.love you brother.",OAG
11759,Hi i am cricket fan,NAG
11760,"Get it-
Taslima Nasrin is a prostitue.",CAG
11761,But i was really happy when no one attended funeral of yakub Memon,CAG
11762,"With all the respect mam, if she is kid she should behave like that. speaking on such a sensitive issue and when being criticized then saying I m a kid and use her father's martyr status as defense is not good. Other students there in universities are also kid.",CAG
11763,Modi will win bcoz no other leader can come half of near to him!!!,NAG
11764,Read history. There is no definite ideals about Hinduism first. There are so many divisions and practices and you have to keep in mind that India was never a Hindu state under one ruler. Diversity is our character. Top of everything is our Constitution. Respect that.,OAG
11765,Yes. She is mentally unsound. I reallly don't know how she is CM of west bengal,OAG
11766,It is not improper implementation.... this move was perfectly timed,NAG
11767,He may assault the animals too.,CAG
11768,Sad when people come up with more excuses for violence against women.,NAG
11769,Y don't u bring political parties under RTI and IT,CAG
11770,"Most of the times People like CM and other VIP actually do not know about such incidents, they unknowingly share events with people. People like Tripathi often try to grab such opportunities to get publicity. I am sure if Yogi had a clue about this Tripathi wouldn't be there. If a SP leader and rape  accused can get bail for multiple rape , Tripathi incident shouldn't surprise 😜",NAG
11771,Dont target Islam d purest religion for ur fame and publicity tweeting abt  Azaan (d call for prayer ).....Fear Allah D Day if Judgement is closer....,CAG
11772,WoWow super speech y don't u support when u Rae in cm,CAG
11773,"Adil Shahriyar, the doctored video you mean?",NAG
11774,Andh bhakht should not mourn know,OAG
11775,We don't know.  We just wants revenge.  This is not fare.,CAG
11776,The sounds of ghungroo will make you feel delighted!,NAG
11777,We need to triple in 5 years not 15 years,NAG
11778,"bike got dual abs  slipper clutch 35bhp @8000rpm ,6 speed 373 cc",NAG
11779,Hi good evening....it's NANDAN from odisha.....taken 1 lot of IDFC Ltd.nov ce at price 2.85@ strike price 70...suggest what to do.. Thanx,NAG
11780,Y this idiot on rise wen MCD is bound to be expected in Delhi.. Political tactics of bjp and rss.. He is nothing but just a puppet of Bjp and rss..and what is his take on lok pal Bill wer is his commitment on it..budda badmash nikla..,OAG
11781,Luk who's talking abt cultural talks,CAG
11782,"JSW the same group considered to have taken NAMO to Pakistan on Nawazs' birthday..!!?
Has it come out of iron-ore and coalgate SCAMS.?
Wt is latest on CBI investigation ??",CAG
11783,"People wait in front of theatres in long queues to get tickets of their favourite celebrity movies, they wait for so long to see their favourite celebrities everywhere possible - cricketers, movie stars etc. why not for a good cause",NAG
11784,"Many doubting Yogi-Adityanath ! Why?

Why darpok-HINDUs are so scared of our own man? Why ru so self-loathing? Self-doubting. They are thoroughly brainwashed by presstitute-media !  Even Kujliwal, even ModiJi was a first timers... Why it's a responsibility of BJP to address liberals expectations?

Who will rescue HINDUs in UP?
Look at this Shocking incident!

https://m.facebook.com/ShankhNaad/photos/a.118146701658320.18858.107229389416718/928709467268702/?type=3",CAG
11785,BJP doing cheap politics,CAG
11786,"I always so agree your comment. But one questions are alive my mind  if no one are present, then who will give value myself.",NAG
11787,What an irony.. Arvind kejrwl is a fraud/,OAG
11788,Who the heck is he?,CAG
11789,rajdeep this news for you ...my living robot in NDTV,CAG
11790,Hafeez led Pakistan to their first win on the tour of Australia with a six-wicket win in the second ODI of the five-match series.,NAG
11791,Sorry bro but begging is ur habit...first you used to beg from America now from china...and as a matter of fact its collaboration of indo russian venture...not isreal..,OAG
11792,Anna should avoid critical comments against Kejri sir.Anna has no lieutenant like kejri to popularise his name.This old man instead of petting is jealous of his oldtime disciple. Give him blessing instead of criticism.,NAG
11793,lets pray god he might not get easy death rather should die like a rotten eggs .,OAG
11794,Have you watched Baahubali 2 yet?,NAG
11795,Donkey bab,CAG
11796,What do u feel about the HDFCBANK crossing it's FII limit ? Do you have any idea about the confrontation going between RBI and SEBI ?,NAG
11797,Patience...! Patience..! And Patience required at this point of time..!👍🏻👍🏻,CAG
11798,Victory for the truth,NAG
11799,"I am not sure about import goods but If the need arise pakistan can teach you the art of begging and procuring stuff , also they have a spectacular achievement in the field of missiles which changes colour and trajectory in mid air( known as chameleon missile ) . Don't underestimate pakistan as they are the only country known to survive via begging which is a god gifted talent",NAG
11800,Doctors must justify why a Rs 90 drug is prescribed when a Rs 1 drug is available: IMA President,NAG
11801,ask straight question madam -whether GVK  is congress or BJP or telungu desam or trs congress ....you people are just hitting around the bush .,NAG
11802,Its just to gain votes..... Selfish,OAG
11803,"There was another American who jumped in and got injured to save this guy(not sure how many Indians will do that for a stranger). If we see one example and start calling everyone terrorist , are we any different from the shooter.",CAG
11804,Dear Modi je-- please give order to respond PAK immediately,NAG
11805,"You have been outspoken, and thats amazing",NAG
11806,They are the grate fredom of india we are angoy it thank u,NAG
11807,if sc st bc mbc have rights to have reservations then Muslims also have rights to have separate reservation since the social status of muslims is lower than bc and mbc. if reservation is not required then give equal free education to all community,OAG
11808,Really hat's off for your thinking and you language it's shows your culture and surrounding.,NAG
11809,"I'm eagerly waiting for the day when Airtel gets a taste of its shady practices.    It's really sad how TRAI continues to shield the big shot Mittal while he merrily loots the public with deceiving tariffs, inflated bills and poorest network. 
By the way,  Vodafone scrapped roaming charges months ago, so perhaps the media should act a little less blind and stop giving some companies fodder for publicity.",CAG
11810,Crude oil down but petrol high wow wat a governance,CAG
11811,Its not only about direction equal appreciation for writer whos imagination is magnificent,NAG
11812,"Modi did good, to control back market, plan was not well executed. Middle class has to suffer a lot.",NAG
11813,Are they warning in some other warn on the issues to come over this new product?,CAG
11814,"It's not because of our PM.
It's because of people and media houses like you who demoralise the army by supporting Anti national elements.",OAG
11815,The main issue behind these shameful acts is radical Islamic mindset .....islam can't digest any other religion this is a fact and it can't be overshadowed by some fake excuses....,OAG
11816,Intelligent people will never praise him. ..we are wasting your 5 year's. ...what he has promised & what he is doing. ....,CAG
11817,Congrats to u & megha ..... On her way to success in life,NAG
11818,"Whole India vl support you , except black money ppl vl against you",CAG
11819,Only Pakistani not like u Modi Ji but u are great man hat's of u sir,CAG
11820,Sushil Karra sir BJP Is leading gujrat since 1995. There is no connection in between but as mentioned in my earlier comment that we forget everything when religious matter comes in our Indian mind.,NAG
11821,Anna what the #### r u doing. Why no protest now,CAG
11822,INDIAN RAILWAYS. FOR NATIONS PROGRESS.,NAG
11823,Terrorism does have religion when it's motivated by religion.,OAG
11824,Finally earth will be relaxed little ...atleast 1 ton less,CAG
11825,She calling the bike as if it's a human being,CAG
11826,Anuj plz suggest Can bank nifty increase more in coming days,NAG
11827,Omer Majeed what else can you expect from the people who hate Islam and Muslims from the core?,CAG
11828,If you choose pappu you are going to get laddu... throw him out it might save congress,CAG
11829,The political party who has asked the proof of surgical strike are now asking this question what a level of hyprocracy,NAG
11830,Nonsensitical statement,NAG
11831,You should join BJP,CAG
11832,Pakistan is alive on begged money. Look where india is and where is pakistan today. Both got independance together. Shame on u poor and uneducated people. U do not deserve to live in this civilised world. U r already living in hell. Shame,OAG
11833,What to do?  We are seeing lack of Unity in India  among the people Make our Country like Israel 56  Islamic countries afraid of Israel.,NAG
11834,All commis are idiots.,OAG
11835,Pitty for you guys... 90%hindus are non veg...😂😂😂 . Oh buthurted.. many of hindus also eat pork... Much more proteinous then otherwise... What can you do is just pasing  comments on beef..  you laugh on our religious beliefs.. but you don't look at yours...😂😂😂😂 72 virgins 4 wifes.. and all those stufs,CAG
11836,"Hahaaa- Tum logo ne 
Independence Party ko proper funds nai diye bhai sahab",NAG
11837,"The body should be burnt or fed to vultures, howsoever brutal, uncivil or barbaric it may sound so that some deterrent comes in for these idiots who think for 72 after killing others.😠👊",CAG
11838,When is the network of jio going to be usable? You can charge but let it be at least usable...,NAG
11839,"Why is it that most of the posts these days are asking students to chill out instead of working hard when they can.
Because you chose to pick up the answer of someone trying to dropout over 100 other answers who made it big from IITs.
Kind of shameful.",CAG
11840,This is very odd considering Kuwait is a Muslim country!!,CAG
11841,Well done modi your planing has should  ' Nobody is perfect ',NAG
11842,"Save cow if have guts bloody haters, Goa Kerala Bengal north east!",OAG
11843,"Woo ..... Should v follow technicals now or fundamental 
... Or HEART :p #Brain not working",NAG
11844,"💢 Bot User 💢 Xingh Kannu 💢

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",NAG
11845,Human protection and not cow protection please...,NAG
11846,"Ammar Anas, feeling jealous?",CAG
11847,Petrol prices are going up tonite ; right ? Rs 5 minimum,NAG
11848,He is 9th powerful man in the world dont forget it everyone,OAG
11849,The father has spoken bravely and now it is the country's turn to support him and other loyal Indians like him and actively garner their support to deradicalise the few who are unfortunately involved in anti-national activities.,CAG
11850,And you are selling it to foreigners..,CAG
11851,I only faced signal problem while using jio and that's why i switch back to Airtel,NAG
